system_name,edsm_status,direction,steps_from_edge,edge_number,family,subsector,mass_prefix,number
Pha Aeb OB-W c15-1,not_in_edsm,forward,1,0,Pha Aeb OB-W,OB-W,c15,1
Pha Aeb OB-X b1-1,not_in_edsm,forward,1,0,Pha Aeb OB-X,OB-X,b1,1
Pha Aeb OB-X c1-1,not_in_edsm,forward,1,0,Pha Aeb OB-X,OB-X,c1,1
Pha Aeb OB-X d1-1,not_in_edsm,forward,1,0,Pha Aeb OB-X,OB-X,d1,1
Pha Aeb OC-B c27-1,not_in_edsm,forward,1,0,Pha Aeb OC-B,OC-B,c27,1
Pha Aeb OC-D c12-1,not_in_edsm,forward,1,0,Pha Aeb OC-D,OC-D,c12,1
Pha Aeb OC-D d12-3,not_in_edsm,forward,1,2,Pha Aeb OC-D,OC-D,d12,3
Pha Aeb OC-L d8-1,not_in_edsm,forward,1,0,Pha Aeb OC-L,OC-L,d8,1
Pha Aeb OC-M b7-1,not_in_edsm,forward,1,0,Pha Aeb OC-M,OC-M,b7,1
Pha Aeb OC-M c7-1,not_in_edsm,forward,1,0,Pha Aeb OC-M,OC-M,c7,1
Pha Aeb OC-M d7-2,not_in_edsm,forward,1,1,Pha Aeb OC-M,OC-M,d7,2
Pha Aeb OC-V b2-1,not_in_edsm,forward,1,0,Pha Aeb OC-V,OC-V,b2,1
Pha Aeb OC-V d2-3,not_in_edsm,forward,1,2,Pha Aeb OC-V,OC-V,d2,3
Pha Aeb OC-Y c28-1,not_in_edsm,forward,1,0,Pha Aeb OC-Y,OC-Y,c28,1
Pha Aeb OD-J c9-1,not_in_edsm,forward,1,0,Pha Aeb OD-J,OD-J,c9,1
Pha Aeb OD-J d9-1,not_in_edsm,forward,1,0,Pha Aeb OD-J,OD-J,d9,1
Pha Aeb OD-K c8-1,not_in_edsm,forward,1,0,Pha Aeb OD-K,OD-K,c8,1
Pha Aeb OD-K d8-3,not_in_edsm,forward,1,2,Pha Aeb OD-K,OD-K,d8,3
Pha Aeb OD-S d4-1,not_in_edsm,forward,1,0,Pha Aeb OD-S,OD-S,d4,1
Pha Aeb OD-T c3-1,not_in_edsm,forward,1,0,Pha Aeb OD-T,OD-T,c3,1
Pha Aeb OD-T d3-1,not_in_edsm,forward,1,0,Pha Aeb OD-T,OD-T,d3,1
Pha Aeb OD-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb OD-Z,OD-Z,c27,1
Pha Aeb OE-G c24-1,not_in_edsm,forward,1,0,Pha Aeb OE-G,OE-G,c24,1
Pha Aeb OE-H c10-1,not_in_edsm,forward,1,0,Pha Aeb OE-H,OE-H,c10,1
Pha Aeb OE-K c8-1,not_in_edsm,forward,1,0,Pha Aeb OE-K,OE-K,c8,1
Pha Aeb OE-P c19-1,not_in_edsm,forward,1,0,Pha Aeb OE-P,OE-P,c19,1
Pha Aeb OE-T c3-1,not_in_edsm,forward,1,0,Pha Aeb OE-T,OE-T,c3,1
Pha Aeb OE-Y c14-1,not_in_edsm,forward,1,0,Pha Aeb OE-Y,OE-Y,c14,1
Pha Aeb OF-N c20-1,not_in_edsm,forward,1,0,Pha Aeb OF-N,OF-N,c20,1
Pha Aeb OF-R c4-2,not_in_edsm,forward,1,1,Pha Aeb OF-R,OF-R,c4,2
Pha Aeb OF-W c15-1,not_in_edsm,forward,1,0,Pha Aeb OF-W,OF-W,c15,1
Pha Aeb OG-B c27-1,not_in_edsm,forward,1,0,Pha Aeb OG-B,OG-B,c27,1
Pha Aeb OG-N c20-1,not_in_edsm,forward,1,0,Pha Aeb OG-N,OG-N,c20,1
Pha Aeb OG-O c6-1,not_in_edsm,forward,1,0,Pha Aeb OG-O,OG-O,c6,1
Pha Aeb OG-X c1-1,not_in_edsm,forward,1,0,Pha Aeb OG-X,OG-X,c1,1
Pha Aeb OG-X d1-1,not_in_edsm,forward,1,0,Pha Aeb OG-X,OG-X,d1,1
Pha Aeb OH-D c12-1,not_in_edsm,forward,1,0,Pha Aeb OH-D,OH-D,c12,1
Pha Aeb OH-M b7-1,not_in_edsm,forward,1,0,Pha Aeb OH-M,OH-M,b7,1
Pha Aeb OH-M c7-1,not_in_edsm,forward,1,0,Pha Aeb OH-M,OH-M,c7,1
Pha Aeb OH-M d7-1,not_in_edsm,forward,1,0,Pha Aeb OH-M,OH-M,d7,1
Pha Aeb OH-U b16-1,not_in_edsm,forward,1,0,Pha Aeb OH-U,OH-U,b16,1
Pha Aeb OH-V c2-1,not_in_edsm,forward,1,0,Pha Aeb OH-V,OH-V,c2,1
Pha Aeb OH-V d2-1,not_in_edsm,forward,1,0,Pha Aeb OH-V,OH-V,d2,1
Pha Aeb OH-Y c28-1,not_in_edsm,forward,1,0,Pha Aeb OH-Y,OH-Y,c28,1
Pha Aeb OH-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb OH-Z,OH-Z,c27,1
Pha Aeb OI-B b13-1,not_in_edsm,forward,1,0,Pha Aeb OI-B,OI-B,b13,1
Pha Aeb OI-B c13-1,not_in_edsm,forward,1,0,Pha Aeb OI-B,OI-B,c13,1
Pha Aeb OI-B d13-4,not_in_edsm,forward,1,3,Pha Aeb OI-B,OI-B,d13,4
Pha Aeb OI-J d9-1,not_in_edsm,forward,1,0,Pha Aeb OI-J,OI-J,d9,1
Pha Aeb OI-K c8-1,not_in_edsm,forward,1,0,Pha Aeb OI-K,OI-K,c8,1
Pha Aeb OI-K d8-2,not_in_edsm,forward,1,1,Pha Aeb OI-K,OI-K,d8,2
Pha Aeb OI-S c4-1,not_in_edsm,forward,1,0,Pha Aeb OI-S,OI-S,c4,1
Pha Aeb OI-T d3-1,not_in_edsm,forward,1,0,Pha Aeb OI-T,OI-T,d3,1
Pha Aeb OI-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb OI-Z,OI-Z,c27,1
Pha Aeb OJ-B b13-1,not_in_edsm,forward,1,0,Pha Aeb OJ-B,OJ-B,b13,1
Pha Aeb OJ-G c24-1,not_in_edsm,forward,1,0,Pha Aeb OJ-G,OJ-G,c24,1
Pha Aeb OJ-I b9-1,not_in_edsm,forward,1,0,Pha Aeb OJ-I,OJ-I,b9,1
Pha Aeb OJ-I c9-2,not_in_edsm,forward,1,1,Pha Aeb OJ-I,OJ-I,c9,2
Pha Aeb OJ-I d9-5,not_in_edsm,forward,1,4,Pha Aeb OJ-I,OJ-I,d9,5
Pha Aeb OJ-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb OJ-Q,OJ-Q,c5,1
Pha Aeb OJ-T c3-1,not_in_edsm,forward,1,0,Pha Aeb OJ-T,OJ-T,c3,1
Pha Aeb OJ-X c28-1,not_in_edsm,forward,1,0,Pha Aeb OJ-X,OJ-X,c28,1
Pha Aeb OK-E c25-1,not_in_edsm,forward,1,0,Pha Aeb OK-E,OK-E,c25,1
Pha Aeb OK-I b9-1,not_in_edsm,forward,1,0,Pha Aeb OK-I,OK-I,b9,1
Pha Aeb OK-I c9-1,not_in_edsm,forward,1,0,Pha Aeb OK-I,OK-I,c9,1
Pha Aeb OK-N c20-1,not_in_edsm,forward,1,0,Pha Aeb OK-N,OK-N,c20,1
Pha Aeb OK-R c4-1,not_in_edsm,forward,1,0,Pha Aeb OK-R,OK-R,c4,1
Pha Aeb OL-B c27-1,not_in_edsm,forward,1,0,Pha Aeb OL-B,OL-B,c27,1
Pha Aeb OL-L b21-1,not_in_edsm,forward,1,0,Pha Aeb OL-L,OL-L,b21,1
Pha Aeb OL-L c21-1,not_in_edsm,forward,1,0,Pha Aeb OL-L,OL-L,c21,1
Pha Aeb OL-P c5-1,not_in_edsm,forward,1,0,Pha Aeb OL-P,OL-P,c5,1
Pha Aeb OL-X c1-1,not_in_edsm,forward,1,0,Pha Aeb OL-X,OL-X,c1,1
Pha Aeb OM-L c21-1,not_in_edsm,forward,1,0,Pha Aeb OM-L,OM-L,c21,1
Pha Aeb OM-M c7-1,not_in_edsm,forward,1,0,Pha Aeb OM-M,OM-M,c7,1
Pha Aeb OM-M d7-1,not_in_edsm,forward,1,0,Pha Aeb OM-M,OM-M,d7,1
Pha Aeb OM-V c2-1,not_in_edsm,forward,1,0,Pha Aeb OM-V,OM-V,c2,1
Pha Aeb OM-W c1-2,not_in_edsm,forward,1,1,Pha Aeb OM-W,OM-W,c1,2
Pha Aeb OM-W d1-5,not_in_edsm,forward,1,4,Pha Aeb OM-W,OM-W,d1,5
Pha Aeb OM-W e1-1,not_in_edsm,forward,1,0,Pha Aeb OM-W,OM-W,e1,1
Pha Aeb OM-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb OM-Z,OM-Z,c27,1
Pha Aeb ON-B c13-1,not_in_edsm,forward,1,0,Pha Aeb ON-B,ON-B,c13,1
Pha Aeb ON-B d13-2,not_in_edsm,forward,1,1,Pha Aeb ON-B,ON-B,d13,2
Pha Aeb ON-K c8-1,not_in_edsm,forward,1,0,Pha Aeb ON-K,ON-K,c8,1
Pha Aeb ON-K d8-1,not_in_edsm,forward,1,0,Pha Aeb ON-K,ON-K,d8,1
Pha Aeb ON-S c17-1,not_in_edsm,forward,1,0,Pha Aeb ON-S,ON-S,c17,1
Pha Aeb ON-T c3-1,not_in_edsm,forward,1,0,Pha Aeb ON-T,ON-T,c3,1
Pha Aeb ON-T d3-1,not_in_edsm,forward,1,0,Pha Aeb ON-T,ON-T,d3,1
Pha Aeb ON-W b1-1,not_in_edsm,forward,1,0,Pha Aeb ON-W,ON-W,b1,1
Pha Aeb ON-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb ON-Z,ON-Z,c27,1
Pha Aeb OO-G c24-1,not_in_edsm,forward,1,0,Pha Aeb OO-G,OO-G,c24,1
Pha Aeb OO-H d10-1,not_in_edsm,forward,1,0,Pha Aeb OO-H,OO-H,d10,1
Pha Aeb OO-I c9-1,not_in_edsm,forward,1,0,Pha Aeb OO-I,OO-I,c9,1
Pha Aeb OO-I d9-2,not_in_edsm,forward,1,1,Pha Aeb OO-I,OO-I,d9,2
Pha Aeb OO-W b1-1,not_in_edsm,forward,1,0,Pha Aeb OO-W,OO-W,b1,1
Pha Aeb OO-X c28-1,not_in_edsm,forward,1,0,Pha Aeb OO-X,OO-X,c28,1
Pha Aeb OO-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb OO-Z,OO-Z,c13,1
Pha Aeb OO-Z d13-5,not_in_edsm,forward,1,4,Pha Aeb OO-Z,OO-Z,d13,5
Pha Aeb OP-E c25-1,not_in_edsm,forward,1,0,Pha Aeb OP-E,OP-E,c25,1
Pha Aeb OP-F c11-1,not_in_edsm,forward,1,0,Pha Aeb OP-F,OP-F,c11,1
Pha Aeb OP-F d11-1,not_in_edsm,forward,1,0,Pha Aeb OP-F,OP-F,d11,1
Pha Aeb OP-R c4-1,not_in_edsm,forward,1,0,Pha Aeb OP-R,OP-R,c4,1
Pha Aeb OP-Z b13-1,not_in_edsm,forward,1,0,Pha Aeb OP-Z,OP-Z,b13,1
Pha Aeb OQ-C b26-1,not_in_edsm,forward,1,0,Pha Aeb OQ-C,OQ-C,b26,1
Pha Aeb OQ-C c26-1,not_in_edsm,forward,1,0,Pha Aeb OQ-C,OQ-C,c26,1
Pha Aeb OQ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb OQ-G,OQ-G,c10,1
Pha Aeb OQ-L c21-1,not_in_edsm,forward,1,0,Pha Aeb OQ-L,OQ-L,c21,1
Pha Aeb OQ-P c5-1,not_in_edsm,forward,1,0,Pha Aeb OQ-P,OQ-P,c5,1
Pha Aeb OR-M c7-1,not_in_edsm,forward,1,0,Pha Aeb OR-M,OR-M,c7,1
Pha Aeb OR-N b6-1,not_in_edsm,forward,1,0,Pha Aeb OR-N,OR-N,b6,1
Pha Aeb OR-N c6-2,not_in_edsm,forward,1,1,Pha Aeb OR-N,OR-N,c6,2
Pha Aeb OR-N d6-2,not_in_edsm,forward,1,1,Pha Aeb OR-N,OR-N,d6,2
Pha Aeb OR-V c2-1,not_in_edsm,forward,1,0,Pha Aeb OR-V,OR-V,c2,1
Pha Aeb OR-V d2-1,not_in_edsm,forward,1,0,Pha Aeb OR-V,OR-V,d2,1
Pha Aeb OR-W b1-1,not_in_edsm,forward,1,0,Pha Aeb OR-W,OR-W,b1,1
Pha Aeb OR-W c1-2,not_in_edsm,forward,1,1,Pha Aeb OR-W,OR-W,c1,2
Pha Aeb OR-W d1-4,not_in_edsm,forward,1,3,Pha Aeb OR-W,OR-W,d1,4
Pha Aeb OR-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb OR-Z,OR-Z,c27,1
Pha Aeb OS-B d13-2,not_in_edsm,forward,1,1,Pha Aeb OS-B,OS-B,d13,2
Pha Aeb OS-J c22-1,not_in_edsm,forward,1,0,Pha Aeb OS-J,OS-J,c22,1
Pha Aeb OS-K c8-1,not_in_edsm,forward,1,0,Pha Aeb OS-K,OS-K,c8,1
Pha Aeb OS-K d8-1,not_in_edsm,forward,1,0,Pha Aeb OS-K,OS-K,d8,1
Pha Aeb OS-T c3-1,not_in_edsm,forward,1,0,Pha Aeb OS-T,OS-T,c3,1
Pha Aeb OS-T d3-1,not_in_edsm,forward,1,0,Pha Aeb OS-T,OS-T,d3,1
Pha Aeb OS-U b2-1,not_in_edsm,forward,1,0,Pha Aeb OS-U,OS-U,b2,1
Pha Aeb OS-U c2-2,not_in_edsm,forward,1,1,Pha Aeb OS-U,OS-U,c2,2
Pha Aeb OS-U d2-6,not_in_edsm,forward,1,5,Pha Aeb OS-U,OS-U,d2,6
Pha Aeb OS-U e2-1,not_in_edsm,forward,1,0,Pha Aeb OS-U,OS-U,e2,1
Pha Aeb OT-I b9-1,not_in_edsm,forward,1,0,Pha Aeb OT-I,OT-I,b9,1
Pha Aeb OT-I c9-1,not_in_edsm,forward,1,0,Pha Aeb OT-I,OT-I,c9,1
Pha Aeb OT-I d9-2,not_in_edsm,forward,1,1,Pha Aeb OT-I,OT-I,d9,2
Pha Aeb OT-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb OT-Q,OT-Q,c18,1
Pha Aeb OT-R c4-1,not_in_edsm,forward,1,0,Pha Aeb OT-R,OT-R,c4,1
Pha Aeb OT-U b2-1,not_in_edsm,forward,1,0,Pha Aeb OT-U,OT-U,b2,1
Pha Aeb OT-U c2-1,not_in_edsm,forward,1,0,Pha Aeb OT-U,OT-U,c2,1
Pha Aeb OT-X c28-1,not_in_edsm,forward,1,0,Pha Aeb OT-X,OT-X,c28,1
Pha Aeb OT-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb OT-Z,OT-Z,c13,1
Pha Aeb OT-Z d13-3,not_in_edsm,forward,1,2,Pha Aeb OT-Z,OT-Z,d13,3
Pha Aeb OU-R c4-1,not_in_edsm,forward,1,0,Pha Aeb OU-R,OU-R,c4,1
Pha Aeb OU-X c14-1,not_in_edsm,forward,1,0,Pha Aeb OU-X,OU-X,c14,1
Pha Aeb OV-C c26-1,not_in_edsm,forward,1,0,Pha Aeb OV-C,OV-C,c26,1
Pha Aeb OV-G b10-1,not_in_edsm,forward,1,0,Pha Aeb OV-G,OV-G,b10,1
Pha Aeb OV-G c10-1,not_in_edsm,forward,1,0,Pha Aeb OV-G,OV-G,c10,1
Pha Aeb OV-L c21-1,not_in_edsm,forward,1,0,Pha Aeb OV-L,OV-L,c21,1
Pha Aeb OV-P b5-1,not_in_edsm,forward,1,0,Pha Aeb OV-P,OV-P,b5,1
Pha Aeb OV-P c5-1,not_in_edsm,forward,1,0,Pha Aeb OV-P,OV-P,c5,1
Pha Aeb OV-X c14-1,not_in_edsm,forward,1,0,Pha Aeb OV-X,OV-X,c14,1
Pha Aeb OW-A c27-1,not_in_edsm,forward,1,0,Pha Aeb OW-A,OW-A,c27,1
Pha Aeb OW-E c11-1,not_in_edsm,forward,1,0,Pha Aeb OW-E,OW-E,c11,1
Pha Aeb OW-N c6-1,not_in_edsm,forward,1,0,Pha Aeb OW-N,OW-N,c6,1
Pha Aeb OW-N d6-2,not_in_edsm,forward,1,1,Pha Aeb OW-N,OW-N,d6,2
Pha Aeb OW-W b1-1,not_in_edsm,forward,1,0,Pha Aeb OW-W,OW-W,b1,1
Pha Aeb OW-W c1-1,not_in_edsm,forward,1,0,Pha Aeb OW-W,OW-W,c1,1
Pha Aeb OW-W d1-2,not_in_edsm,forward,1,1,Pha Aeb OW-W,OW-W,d1,2
Pha Aeb OX-A c27-1,not_in_edsm,forward,1,0,Pha Aeb OX-A,OX-A,c27,1
Pha Aeb OX-K c8-1,not_in_edsm,forward,1,0,Pha Aeb OX-K,OX-K,c8,1
Pha Aeb OX-K d8-1,not_in_edsm,forward,1,0,Pha Aeb OX-K,OX-K,d8,1
Pha Aeb OX-L b7-1,not_in_edsm,forward,1,0,Pha Aeb OX-L,OX-L,b7,1
Pha Aeb OX-L c7-1,not_in_edsm,forward,1,0,Pha Aeb OX-L,OX-L,c7,1
Pha Aeb OX-L d7-3,not_in_edsm,forward,1,2,Pha Aeb OX-L,OX-L,d7,3
Pha Aeb OX-U b2-1,not_in_edsm,forward,1,0,Pha Aeb OX-U,OX-U,b2,1
Pha Aeb OX-U c2-2,not_in_edsm,forward,1,1,Pha Aeb OX-U,OX-U,c2,2
Pha Aeb OX-U d2-4,not_in_edsm,forward,1,3,Pha Aeb OX-U,OX-U,d2,4
Pha Aeb OX-X c28-1,not_in_edsm,forward,1,0,Pha Aeb OX-X,OX-X,c28,1
Pha Aeb OY-H c23-1,not_in_edsm,forward,1,0,Pha Aeb OY-H,OY-H,c23,1
Pha Aeb OY-I c9-1,not_in_edsm,forward,1,0,Pha Aeb OY-I,OY-I,c9,1
Pha Aeb OY-I d9-1,not_in_edsm,forward,1,0,Pha Aeb OY-I,OY-I,d9,1
Pha Aeb OY-L b7-1,not_in_edsm,forward,1,0,Pha Aeb OY-L,OY-L,b7,1
Pha Aeb OY-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb OY-Q,OY-Q,c18,1
Pha Aeb OY-R c4-1,not_in_edsm,forward,1,0,Pha Aeb OY-R,OY-R,c4,1
Pha Aeb OY-R d4-1,not_in_edsm,forward,1,0,Pha Aeb OY-R,OY-R,d4,1
Pha Aeb OY-U c2-1,not_in_edsm,forward,1,0,Pha Aeb OY-U,OY-U,c2,1
Pha Aeb OY-Z d13-1,not_in_edsm,forward,1,0,Pha Aeb OY-Z,OY-Z,d13,1
Pha Aeb OZ-G d10-1,not_in_edsm,forward,1,0,Pha Aeb OZ-G,OZ-G,d10,1
Pha Aeb OZ-O c19-1,not_in_edsm,forward,1,0,Pha Aeb OZ-O,OZ-O,c19,1
Pha Aeb OZ-S b3-1,not_in_edsm,forward,1,0,Pha Aeb OZ-S,OZ-S,b3,1
Pha Aeb OZ-S c3-1,not_in_edsm,forward,1,0,Pha Aeb OZ-S,OZ-S,c3,1
Pha Aeb OZ-X c14-1,not_in_edsm,forward,1,0,Pha Aeb OZ-X,OZ-X,c14,1
Pha Aeb PA-D c26-1,not_in_edsm,forward,1,0,Pha Aeb PA-D,PA-D,c26,1
Pha Aeb PA-Q b5-1,not_in_edsm,forward,1,0,Pha Aeb PA-Q,PA-Q,b5,1
Pha Aeb PB-B c27-1,not_in_edsm,forward,1,0,Pha Aeb PB-B,PB-B,c27,1
Pha Aeb PB-F c11-1,not_in_edsm,forward,1,0,Pha Aeb PB-F,PB-F,c11,1
Pha Aeb PB-K c22-1,not_in_edsm,forward,1,0,Pha Aeb PB-K,PB-K,c22,1
Pha Aeb PB-O c6-1,not_in_edsm,forward,1,0,Pha Aeb PB-O,PB-O,c6,1
Pha Aeb PB-W c15-1,not_in_edsm,forward,1,0,Pha Aeb PB-W,PB-W,c15,1
Pha Aeb PB-X b1-1,not_in_edsm,forward,1,0,Pha Aeb PB-X,PB-X,b1,1
Pha Aeb PB-X c1-1,not_in_edsm,forward,1,0,Pha Aeb PB-X,PB-X,c1,1
Pha Aeb PB-X d1-1,not_in_edsm,forward,1,0,Pha Aeb PB-X,PB-X,d1,1
Pha Aeb PC-B c27-1,not_in_edsm,forward,1,0,Pha Aeb PC-B,PC-B,c27,1
Pha Aeb PC-D c12-1,not_in_edsm,forward,1,0,Pha Aeb PC-D,PC-D,c12,1
Pha Aeb PC-D d12-3,not_in_edsm,forward,1,2,Pha Aeb PC-D,PC-D,d12,3
Pha Aeb PC-L d8-1,not_in_edsm,forward,1,0,Pha Aeb PC-L,PC-L,d8,1
Pha Aeb PC-M b7-1,not_in_edsm,forward,1,0,Pha Aeb PC-M,PC-M,b7,1
Pha Aeb PC-M c7-1,not_in_edsm,forward,1,0,Pha Aeb PC-M,PC-M,c7,1
Pha Aeb PC-M d7-1,not_in_edsm,forward,1,0,Pha Aeb PC-M,PC-M,d7,1
Pha Aeb PC-V c2-1,not_in_edsm,forward,1,0,Pha Aeb PC-V,PC-V,c2,1
Pha Aeb PC-V d2-2,not_in_edsm,forward,1,1,Pha Aeb PC-V,PC-V,d2,2
Pha Aeb PC-Y c28-1,not_in_edsm,forward,1,0,Pha Aeb PC-Y,PC-Y,c28,1
Pha Aeb PD-J c9-1,not_in_edsm,forward,1,0,Pha Aeb PD-J,PD-J,c9,1
Pha Aeb PD-J d9-1,not_in_edsm,forward,1,0,Pha Aeb PD-J,PD-J,d9,1
Pha Aeb PD-K c8-1,not_in_edsm,forward,1,0,Pha Aeb PD-K,PD-K,c8,1
Pha Aeb PD-K d8-4,not_in_edsm,forward,1,3,Pha Aeb PD-K,PD-K,d8,4
Pha Aeb PD-S d4-1,not_in_edsm,forward,1,0,Pha Aeb PD-S,PD-S,d4,1
Pha Aeb PD-T c3-1,not_in_edsm,forward,1,0,Pha Aeb PD-T,PD-T,c3,1
Pha Aeb PD-T d3-2,not_in_edsm,forward,1,1,Pha Aeb PD-T,PD-T,d3,2
Pha Aeb PD-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb PD-Z,PD-Z,c27,1
Pha Aeb PE-G c24-1,not_in_edsm,forward,1,0,Pha Aeb PE-G,PE-G,c24,1
Pha Aeb PE-H c10-1,not_in_edsm,forward,1,0,Pha Aeb PE-H,PE-H,c10,1
Pha Aeb PE-H d10-1,not_in_edsm,forward,1,0,Pha Aeb PE-H,PE-H,d10,1
Pha Aeb PE-K c8-1,not_in_edsm,forward,1,0,Pha Aeb PE-K,PE-K,c8,1
Pha Aeb PE-P c19-1,not_in_edsm,forward,1,0,Pha Aeb PE-P,PE-P,c19,1
Pha Aeb PE-T c3-1,not_in_edsm,forward,1,0,Pha Aeb PE-T,PE-T,c3,1
Pha Aeb PF-N c20-1,not_in_edsm,forward,1,0,Pha Aeb PF-N,PF-N,c20,1
Pha Aeb PF-R b4-1,not_in_edsm,forward,1,0,Pha Aeb PF-R,PF-R,b4,1
Pha Aeb PF-R c4-2,not_in_edsm,forward,1,1,Pha Aeb PF-R,PF-R,c4,2
Pha Aeb PF-W c15-1,not_in_edsm,forward,1,0,Pha Aeb PF-W,PF-W,c15,1
Pha Aeb PG-B c27-1,not_in_edsm,forward,1,0,Pha Aeb PG-B,PG-B,c27,1
Pha Aeb PG-N c20-1,not_in_edsm,forward,1,0,Pha Aeb PG-N,PG-N,c20,1
Pha Aeb PG-O c6-1,not_in_edsm,forward,1,0,Pha Aeb PG-O,PG-O,c6,1
Pha Aeb PG-X c1-1,not_in_edsm,forward,1,0,Pha Aeb PG-X,PG-X,c1,1
Pha Aeb PG-X d1-1,not_in_edsm,forward,1,0,Pha Aeb PG-X,PG-X,d1,1
Pha Aeb PH-D c12-1,not_in_edsm,forward,1,0,Pha Aeb PH-D,PH-D,c12,1
Pha Aeb PH-M b7-1,not_in_edsm,forward,1,0,Pha Aeb PH-M,PH-M,b7,1
Pha Aeb PH-M c7-1,not_in_edsm,forward,1,0,Pha Aeb PH-M,PH-M,c7,1
Pha Aeb PH-M d7-1,not_in_edsm,forward,1,0,Pha Aeb PH-M,PH-M,d7,1
Pha Aeb PH-U b16-1,not_in_edsm,forward,1,0,Pha Aeb PH-U,PH-U,b16,1
Pha Aeb PH-U c16-1,not_in_edsm,forward,1,0,Pha Aeb PH-U,PH-U,c16,1
Pha Aeb PH-V c2-1,not_in_edsm,forward,1,0,Pha Aeb PH-V,PH-V,c2,1
Pha Aeb PH-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb PH-Z,PH-Z,c27,1
Pha Aeb PI-B b13-1,not_in_edsm,forward,1,0,Pha Aeb PI-B,PI-B,b13,1
Pha Aeb PI-B c13-1,not_in_edsm,forward,1,0,Pha Aeb PI-B,PI-B,c13,1
Pha Aeb PI-B d13-4,not_in_edsm,forward,1,3,Pha Aeb PI-B,PI-B,d13,4
Pha Aeb PI-J d9-1,not_in_edsm,forward,1,0,Pha Aeb PI-J,PI-J,d9,1
Pha Aeb PI-K c8-1,not_in_edsm,forward,1,0,Pha Aeb PI-K,PI-K,c8,1
Pha Aeb PI-K d8-3,not_in_edsm,forward,1,2,Pha Aeb PI-K,PI-K,d8,3
Pha Aeb PI-T d3-3,not_in_edsm,forward,1,2,Pha Aeb PI-T,PI-T,d3,3
Pha Aeb PI-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb PI-Z,PI-Z,c27,1
Pha Aeb PJ-B b13-1,not_in_edsm,forward,1,0,Pha Aeb PJ-B,PJ-B,b13,1
Pha Aeb PJ-G c24-1,not_in_edsm,forward,1,0,Pha Aeb PJ-G,PJ-G,c24,1
Pha Aeb PJ-H c10-1,not_in_edsm,forward,1,0,Pha Aeb PJ-H,PJ-H,c10,1
Pha Aeb PJ-I c9-1,not_in_edsm,forward,1,0,Pha Aeb PJ-I,PJ-I,c9,1
Pha Aeb PJ-I d9-5,not_in_edsm,forward,1,4,Pha Aeb PJ-I,PJ-I,d9,5
Pha Aeb PJ-T c3-1,not_in_edsm,forward,1,0,Pha Aeb PJ-T,PJ-T,c3,1
Pha Aeb PJ-X c28-1,not_in_edsm,forward,1,0,Pha Aeb PJ-X,PJ-X,c28,1
Pha Aeb PK-E c25-1,not_in_edsm,forward,1,0,Pha Aeb PK-E,PK-E,c25,1
Pha Aeb PK-I c9-1,not_in_edsm,forward,1,0,Pha Aeb PK-I,PK-I,c9,1
Pha Aeb PK-N c20-1,not_in_edsm,forward,1,0,Pha Aeb PK-N,PK-N,c20,1
Pha Aeb PK-R c4-1,not_in_edsm,forward,1,0,Pha Aeb PK-R,PK-R,c4,1
Pha Aeb PK-W c15-1,not_in_edsm,forward,1,0,Pha Aeb PK-W,PK-W,c15,1
Pha Aeb PL-L b21-1,not_in_edsm,forward,1,0,Pha Aeb PL-L,PL-L,b21,1
Pha Aeb PL-L c21-1,not_in_edsm,forward,1,0,Pha Aeb PL-L,PL-L,c21,1
Pha Aeb PL-P b5-1,not_in_edsm,forward,1,0,Pha Aeb PL-P,PL-P,b5,1
Pha Aeb PL-P c5-1,not_in_edsm,forward,1,0,Pha Aeb PL-P,PL-P,c5,1
Pha Aeb PM-L c21-1,not_in_edsm,forward,1,0,Pha Aeb PM-L,PM-L,c21,1
Pha Aeb PM-M c7-1,not_in_edsm,forward,1,0,Pha Aeb PM-M,PM-M,c7,1
Pha Aeb PM-M d7-1,not_in_edsm,forward,1,0,Pha Aeb PM-M,PM-M,d7,1
Pha Aeb PM-V c2-1,not_in_edsm,forward,1,0,Pha Aeb PM-V,PM-V,c2,1
Pha Aeb PM-W b1-1,not_in_edsm,forward,1,0,Pha Aeb PM-W,PM-W,b1,1
Pha Aeb PM-W c1-2,not_in_edsm,forward,1,1,Pha Aeb PM-W,PM-W,c1,2
Pha Aeb PM-W d1-6,not_in_edsm,forward,1,5,Pha Aeb PM-W,PM-W,d1,6
Pha Aeb PM-W e1-1,not_in_edsm,forward,1,0,Pha Aeb PM-W,PM-W,e1,1
